站点,日期,时间,纬度,经度,风向,风速,浪高,周期,修正风向,修正风速,修正浪高,修正周期,1小时前修正风向,1小时前修正风速,1小时前修正浪高,1小时前修正周期,2小时前修正风向,2小时前修正风速,2小时前修正浪高,2小时前修正周期
BSG,1,17,26.7N,120.3E,58,5,0.9,5.4,58,5,0.9,5.4,70,3.8,1,5.4,82,3.9,1.1,5.7
BSG,1,18,26.7N,120.3E,60,4,1,5.4,60,4,1,5.4,58,5,0.9,5.4,70,3.8,1,5.4
BSG,1,19,26.7N,120.3E,59,3.7,1.1,5.5,59,3.7,1.1,5.5,60,4,1,5.4,58,5,0.9,5.4
BSG,1,20,26.7N,120.3E,55,3.2,1.1,5.5,55,3.2,1.1,5.5,59,3.7,1.1,5.5,60,4,1,5.4
BSG,1,21,26.7N,120.3E,68,3.9,1,5.2,68,3.9,1,5.2,55,3.2,1.1,5.5,59,3.7,1.1,5.5
BSG,1,22,26.7N,120.3E,63,3.5,1.1,5.4,63,3.5,1.1,5.4,68,3.9,1,5.2,55,3.2,1.1,5.5
BSG,1,23,26.7N,120.3E,26,2.8,1.1,5.9,26,2.8,1.1,5.9,63,3.5,1.1,5.4,68,3.9,1,5.2
BSG,2,0,26.7N,120.3E,36,2.9,1.2,5.9,36,2.9,1.2,5.9,26,2.8,1.1,5.9,63,3.5,1.1,5.4
BSG,2,1,26.7N,120.3E,54,2.8,1.2,5.7,54,2.8,1.2,5.7,36,2.9,1.2,5.9,26,2.8,1.1,5.9
BSG,2,2,26.7N,120.3E,71,5.5,1.1,5.8,71,5.5,1.1,5.8,54,2.8,1.2,5.7,36,2.9,1.2,5.9
BSG,2,3,26.7N,120.3E,80,6.1,1,5.6,80,6.1,1,5.6,71,5.5,1.1,5.8,54,2.8,1.2,5.7
BSG,2,4,26.7N,120.3E,99,4.5,1.1,5.1,99,4.5,1.1,5.1,80,6.1,1,5.6,71,5.5,1.1,5.8
BSG,2,5,26.7N,120.3E,117,4.7,0.9,5,117,4.7,0.9,5,99,4.5,1.1,5.1,80,6.1,1,5.6
BSG,2,6,26.7N,120.3E,122,4.3,0.8,5.1,122,4.3,0.8,5.1,117,4.7,0.9,5,99,4.5,1.1,5.1
BSG,2,7,26.7N,120.3E,115,4.4,0.8,5.1,115,4.4,0.8,5.1,122,4.3,0.8,5.1,117,4.7,0.9,5
BSG,2,8,26.7N,120.3E,108,4.1,0.8,5,108,4.1,0.8,5,115,4.4,0.8,5.1,122,4.3,0.8,5.1
BSG,2,9,26.7N,120.3E,114,3.7,0.7,5.4,114,3.7,0.7,5.4,108,4.1,0.8,5,115,4.4,0.8,5.1
BSG,2,10,26.7N,120.3E,130,3.1,0.7,5.5,130,3.1,0.7,5.5,114,3.7,0.7,5.4,108,4.1,0.8,5
BSG,2,11,26.7N,120.3E,126,2.7,0.7,5.4,126,2.7,0.7,5.4,130,3.1,0.7,5.5,114,3.7,0.7,5.4
BSG,2,12,26.7N,120.3E,124,2.8,0.6,5.8,124,2.8,0.6,5.8,126,2.7,0.7,5.4,130,3.1,0.7,5.5
BSG,2,13,26.7N,120.3E,126,3.2,0.6,5.7,126,3.2,0.6,5.7,124,2.8,0.6,5.8,126,2.7,0.7,5.4
BSG,2,14,26.7N,120.3E,125,3.8,0.6,5.7,125,3.8,0.6,5.7,126,3.2,0.6,5.7,124,2.8,0.6,5.8
BSG,2,15,26.7N,120.3E,103,2.6,0.5,5.7,103,2.6,0.5,5.7,125,3.8,0.6,5.7,126,3.2,0.6,5.7
BSG,2,16,26.7N,120.3E,49,2.5,0.6,5.3,49,2.5,0.6,5.3,103,2.6,0.5,5.7,125,3.8,0.6,5.7
BSG,2,17,26.7N,120.3E,102,3.5,0.6,5,102,3.5,0.6,5,49,2.5,0.6,5.3,103,2.6,0.5,5.7
BSG,2,18,26.7N,120.3E,78,4.1,0.6,5.4,78,4.1,0.6,5.4,102,3.5,0.6,5,49,2.5,0.6,5.3
BSG,2,19,26.7N,120.3E,70,3.9,0.7,4.8,70,3.9,0.7,4.8,78,4.1,0.6,5.4,102,3.5,0.6,5
BSG,2,20,26.7N,120.3E,86,5.6,0.8,4.3,86,5.6,0.8,4.3,70,3.9,0.7,4.8,78,4.1,0.6,5.4
BSG,2,21,26.7N,120.3E,79,4.3,0.8,4.6,79,4.3,0.8,4.6,86,5.6,0.8,4.3,70,3.9,0.7,4.8
BSG,2,22,26.7N,120.3E,76,3.6,0.8,5.1,76,3.6,0.8,5.1,79,4.3,0.8,4.6,86,5.6,0.8,4.3
BSG,2,23,26.7N,120.3E,70,4.2,0.9,5.6,70,4.2,0.9,5.6,76,3.6,0.8,5.1,79,4.3,0.8,4.6
BSG,3,0,26.7N,120.3E,25,3.5,0.9,7,25,3.5,0.9,7,70,4.2,0.9,5.6,76,3.6,0.8,5.1
BSG,3,1,26.7N,120.3E,66,3.1,1.1,7.7,66,3.1,1.1,7.7,25,3.5,0.9,7,70,4.2,0.9,5.6
BSG,3,2,26.7N,120.3E,12,3.5,1.2,7.5,12,3.5,1.2,7.5,66,3.1,1.1,7.7,25,3.5,0.9,7
BSG,3,3,26.7N,120.3E,17,4.3,1.1,7.1,17,4.3,1.1,7.1,12,3.5,1.2,7.5,66,3.1,1.1,7.7
BSG,3,4,26.7N,120.3E,15,5.9,1.1,7,15,5.9,1.1,7,17,4.3,1.1,7.1,12,3.5,1.2,7.5
BSG,3,5,26.7N,120.3E,35,2.8,1.2,7.1,35,2.8,1.2,7.1,15,5.9,1.1,7,17,4.3,1.1,7.1
BSG,3,6,26.7N,120.3E,12,3.9,1.2,7.5,12,3.9,1.2,7.5,35,2.8,1.2,7.1,15,5.9,1.1,7
BSG,3,7,26.7N,120.3E,13,6.4,1.2,7.1,13,6.4,1.2,7.1,12,3.9,1.2,7.5,35,2.8,1.2,7.1
BSG,3,8,26.7N,120.3E,8,7.6,1.4,6.9,8,7.6,1.4,6.9,13,6.4,1.2,7.1,12,3.9,1.2,7.5
BSG,3,9,26.7N,120.3E,15,7.5,1.6,7.6,15,7.5,1.6,7.6,8,7.6,1.4,6.9,13,6.4,1.2,7.1
BSG,3,10,26.7N,120.3E,16,7.7,1.5,7.1,16,7.7,1.5,7.1,15,7.5,1.6,7.6,8,7.6,1.4,6.9
BSG,3,11,26.7N,120.3E,17,8.6,1.6,7.1,17,8.6,1.6,7.1,16,7.7,1.5,7.1,15,7.5,1.6,7.6
BSG,3,12,26.7N,120.3E,13,9.7,1.6,8.6,13,9.7,1.6,8.6,17,8.6,1.6,7.1,16,7.7,1.5,7.1
BSG,3,13,26.7N,120.3E,8,9.7,1.9,9,8,9.7,1.9,9,13,9.7,1.6,8.6,17,8.6,1.6,7.1
BSG,3,14,26.7N,120.3E,15,9.7,2,8.8,15,9.7,2,8.8,8,9.7,1.9,9,13,9.7,1.6,8.6
BSG,3,15,26.7N,120.3E,13,10.6,1.8,7.3,13,10.6,1.8,7.3,15,9.7,2,8.8,8,9.7,1.9,9
BSG,3,16,26.7N,120.3E,16,11.7,1.9,7.6,16,11.7,1.9,7.6,13,10.6,1.8,7.3,15,9.7,2,8.8
BSG,3,17,26.7N,120.3E,11,13,2.2,8.3,11,13,2.2,8.3,16,11.7,1.9,7.6,13,10.6,1.8,7.3
BSG,3,18,26.7N,120.3E,8,12,2.4,8.4,8,12,2.4,8.4,11,13,2.2,8.3,16,11.7,1.9,7.6
BSG,3,19,26.7N,120.3E,11,13.8,2.8,8.9,11,13.8,2.8,8.9,8,12,2.4,8.4,11,13,2.2,8.3
BSG,3,20,26.7N,120.3E,7,13.9,3.3,9.3,7,13.9,3.3,9.3,11,13.8,2.8,8.9,8,12,2.4,8.4
BSG,3,21,26.7N,120.3E,1,11.2,2.9,8.5,1,11.2,2.9,8.5,7,13.9,3.3,9.3,11,13.8,2.8,8.9
BSG,3,22,26.7N,120.3E,351,8.5,3.5,9.8,351,8.5,3.5,9.8,1,11.2,2.9,8.5,7,13.9,3.3,9.3
BSG,3,23,26.7N,120.3E,5,10.5,2.5,8.6,5,10.5,2.5,8.6,351,8.5,3.5,9.8,1,11.2,2.9,8.5
BSG,4,0,26.7N,120.3E,343,9.7,2.2,9,343,9.7,2.2,9,5,10.5,2.5,8.6,351,8.5,3.5,9.8
BSG,4,1,26.7N,120.3E,338,10.2,1.8,8.4,338,10.2,1.8,8.4,343,9.7,2.2,9,5,10.5,2.5,8.6
BSG,4,2,26.7N,120.3E,251,7.3,1.6,7.9,251,7.3,1.6,7.9,338,10.2,1.8,8.4,343,9.7,2.2,9
BSG,4,3,26.7N,120.3E,237,9.8,1.3,7.1,237,9.8,1.3,7.1,251,7.3,1.6,7.9,338,10.2,1.8,8.4
BSG,4,4,26.7N,120.3E,232,15,1.5,6.3,232,15,1.5,6.3,237,9.8,1.3,7.1,251,7.3,1.6,7.9
BSG,4,5,26.7N,120.3E,226,15.2,1.6,6,226,15.2,1.6,6,232,15,1.5,6.3,237,9.8,1.3,7.1
BSG,4,6,26.7N,120.3E,226,15.4,1.6,6.2,226,15.4,1.6,6.2,226,15.2,1.6,6,232,15,1.5,6.3
BSG,4,7,26.7N,120.3E,222,15.3,1.6,6.9,222,15.3,1.6,6.9,226,15.4,1.6,6.2,226,15.2,1.6,6
BSG,4,8,26.7N,120.3E,221,16.1,1.6,6.5,221,16.1,1.6,6.5,222,15.3,1.6,6.9,226,15.4,1.6,6.2
BSG,4,9,26.7N,120.3E,219,18.3,1.6,6.9,219,18.3,1.6,6.9,221,16.1,1.6,6.5,222,15.3,1.6,6.9
BSG,4,10,26.7N,120.3E,217,18.1,1.7,6.8,217,18.1,1.7,6.8,219,18.3,1.6,6.9,221,16.1,1.6,6.5
BSG,4,11,26.7N,120.3E,212,19.4,1.6,6.6,212,19.4,1.6,6.6,217,18.1,1.7,6.8,219,18.3,1.6,6.9
BSG,4,12,26.7N,120.3E,214,16.2,1.4,6.7,214,16.2,1.4,6.7,212,19.4,1.6,6.6,217,18.1,1.7,6.8
BSG,4,13,26.7N,120.3E,213,17.9,1.4,6.9,213,17.9,1.4,6.9,214,16.2,1.4,6.7,212,19.4,1.6,6.6
BSG,4,14,26.7N,120.3E,210,16,1.4,6.4,210,16,1.4,6.4,213,17.9,1.4,6.9,214,16.2,1.4,6.7
BSG,4,15,26.7N,120.3E,211,17.3,1.2,6.8,211,17.3,1.2,6.8,210,16,1.4,6.4,213,17.9,1.4,6.9
BSG,4,16,26.7N,120.3E,212,16.3,1.4,6.3,212,16.3,1.4,6.3,211,17.3,1.2,6.8,210,16,1.4,6.4
BSG,4,17,26.7N,120.3E,216,16.4,1.5,6.4,216,16.4,1.5,6.4,212,16.3,1.4,6.3,211,17.3,1.2,6.8
BSG,4,18,26.7N,120.3E,212,16.1,1.4,6.1,212,16.1,1.4,6.1,216,16.4,1.5,6.4,212,16.3,1.4,6.3
BSG,4,19,26.7N,120.3E,214,15.3,1.2,5.5,214,15.3,1.2,5.5,212,16.1,1.4,6.1,216,16.4,1.5,6.4
BSG,4,20,26.7N,120.3E,213,14.4,1.1,5.6,213,14.4,1.1,5.6,214,15.3,1.2,5.5,212,16.1,1.4,6.1
BSG,4,21,26.7N,120.3E,211,12.6,1.2,5.8,211,12.6,1.2,5.8,213,14.4,1.1,5.6,214,15.3,1.2,5.5
BSG,4,22,26.7N,120.3E,210,11.3,1.1,5.5,210,11.3,1.1,5.5,211,12.6,1.2,5.8,213,14.4,1.1,5.6
BSG,4,23,26.7N,120.3E,214,10.9,1.1,5.8,214,10.9,1.1,5.8,210,11.3,1.1,5.5,211,12.6,1.2,5.8
BSG,5,0,26.7N,120.3E,212,11.2,1,5.9,212,11.2,1,5.9,214,10.9,1.1,5.8,210,11.3,1.1,5.5
BSG,5,1,26.7N,120.3E,207,9.5,1.1,6.7,207,9.5,1.1,6.7,212,11.2,1,5.9,214,10.9,1.1,5.8
BSG,5,2,26.7N,120.3E,207,9.4,1.1,6.4,207,9.4,1.1,6.4,207,9.5,1.1,6.7,212,11.2,1,5.9
BSG,5,3,26.7N,120.3E,210,9.4,0.9,6.7,210,9.4,0.9,6.7,207,9.4,1.1,6.4,207,9.5,1.1,6.7
BSG,5,4,26.7N,120.3E,213,7.9,0.8,6,213,7.9,0.8,6,210,9.4,0.9,6.7,207,9.4,1.1,6.4
BSG,5,5,26.7N,120.3E,209,6.6,0.9,6.2,209,6.6,0.9,6.2,213,7.9,0.8,6,210,9.4,0.9,6.7
BSG,5,6,26.7N,120.3E,211,7.1,0.9,5.8,211,7.1,0.9,5.8,209,6.6,0.9,6.2,213,7.9,0.8,6
BSG,5,7,26.7N,120.3E,214,7.7,0.9,5.7,214,7.7,0.9,5.7,211,7.1,0.9,5.8,209,6.6,0.9,6.2
BSG,5,8,26.7N,120.3E,210,7.1,0.8,5.8,210,7.1,0.8,5.8,214,7.7,0.9,5.7,211,7.1,0.9,5.8
BSG,5,9,26.7N,120.3E,197,6.1,0.8,5.1,197,6.1,0.8,5.1,210,7.1,0.8,5.8,214,7.7,0.9,5.7
BSG,5,10,26.7N,120.3E,199,7.4,0.7,5,199,7.4,0.7,5,197,6.1,0.8,5.1,210,7.1,0.8,5.8
BSG,5,11,26.7N,120.3E,214,6.5,0.6,5.4,214,6.5,0.6,5.4,199,7.4,0.7,5,197,6.1,0.8,5.1
BSG,5,12,26.7N,120.3E,205,6.6,0.6,5.6,205,6.6,0.6,5.6,214,6.5,0.6,5.4,199,7.4,0.7,5
BSG,5,13,26.7N,120.3E,211,7.3,0.6,5.4,211,7.3,0.6,5.4,205,6.6,0.6,5.6,214,6.5,0.6,5.4
BSG,5,14,26.7N,120.3E,218,6.3,0.6,5.9,218,6.3,0.6,5.9,211,7.3,0.6,5.4,205,6.6,0.6,5.6
BSG,5,15,26.7N,120.3E,220,4.6,0.6,6.3,220,4.6,0.6,6.3,218,6.3,0.6,5.9,211,7.3,0.6,5.4
BSG,5,16,26.7N,120.3E,216,5,999.9,999.9,216,5,0.55,5.8,220,4.6,0.6,6.3,218,6.3,0.6,5.9
BSG,5,17,26.7N,120.3E,190,5.6,0.5,5.3,190,5.6,0.5,5.3,216,5,0.55,5.8,220,4.6,0.6,6.3
BSG,5,18,26.7N,120.3E,175,5.7,0.5,5.2,175,5.7,0.5,5.2,190,5.6,0.5,5.3,216,5,0.55,5.8
BSG,5,19,26.7N,120.3E,170,6.5,0.6,4.9,170,6.5,0.6,4.9,175,5.7,0.5,5.2,190,5.6,0.5,5.3
BSG,5,20,26.7N,120.3E,173,5.3,0.5,4.4,173,5.3,0.5,4.4,170,6.5,0.6,4.9,175,5.7,0.5,5.2
BSG,5,21,26.7N,120.3E,167,6.5,0.5,5,167,6.5,0.5,5,173,5.3,0.5,4.4,170,6.5,0.6,4.9
BSG,5,22,26.7N,120.3E,164,6.3,0.5,5,164,6.3,0.5,5,167,6.5,0.5,5,173,5.3,0.5,4.4
BSG,5,23,26.7N,120.3E,159,6,0.5,5.5,159,6,0.5,5.5,164,6.3,0.5,5,167,6.5,0.5,5
BSG,6,0,26.7N,120.3E,152,5.4,0.5,5.3,152,5.4,0.5,5.3,159,6,0.5,5.5,164,6.3,0.5,5
BSG,6,1,26.7N,120.3E,162,5.7,0.5,5.6,162,5.7,0.5,5.6,152,5.4,0.5,5.3,159,6,0.5,5.5
BSG,6,2,26.7N,120.3E,170,3.5,0.4,5.8,170,3.5,0.4,5.8,162,5.7,0.5,5.6,152,5.4,0.5,5.3
BSG,6,3,26.7N,120.3E,176,4.1,0.4,6,176,4.1,0.4,6,170,3.5,0.4,5.8,162,5.7,0.5,5.6
BSG,6,4,26.7N,120.3E,208,4,0.5,6.3,208,4,0.5,6.3,176,4.1,0.4,6,170,3.5,0.4,5.8
BSG,6,5,26.7N,120.3E,219,2.5,0.5,5.8,219,2.5,0.5,5.8,208,4,0.5,6.3,176,4.1,0.4,6
BSG,6,6,26.7N,120.3E,204,3.7,0.5,6,204,3.7,0.5,6,219,2.5,0.5,5.8,208,4,0.5,6.3
BSG,6,7,26.7N,120.3E,253,1.5,0.5,5.3,253,1.5,0.5,5.3,204,3.7,0.5,6,219,2.5,0.5,5.8
BSG,6,8,26.7N,120.3E,237,1.7,0.5,5.1,237,1.7,0.5,5.1,253,1.5,0.5,5.3,204,3.7,0.5,6
BSG,6,9,26.7N,120.3E,237,1.8,0.5,5.1,237,1.8,0.5,5.1,237,1.7,0.5,5.1,253,1.5,0.5,5.3
BSG,6,10,26.7N,120.3E,229,1.5,0.5,5,229,1.5,0.5,5,237,1.8,0.5,5.1,237,1.7,0.5,5.1
BSG,6,11,26.7N,120.3E,206,0.5,0.5,5.2,206,0.5,0.5,5.2,229,1.5,0.5,5,237,1.8,0.5,5.1
BSG,6,12,26.7N,120.3E,217,2,0.5,5.5,217,2,0.5,5.5,206,0.5,0.5,5.2,229,1.5,0.5,5
BSG,6,13,26.7N,120.3E,222,1.2,0.5,5.5,222,1.2,0.5,5.5,217,2,0.5,5.5,206,0.5,0.5,5.2
BSG,6,14,26.7N,120.3E,150,3.4,0.5,5.8,150,3.4,0.5,5.8,222,1.2,0.5,5.5,217,2,0.5,5.5
BSG,6,15,26.7N,120.3E,144,5.3,0.4,6,144,5.3,0.4,6,150,3.4,0.5,5.8,222,1.2,0.5,5.5
BSG,6,16,26.7N,120.3E,156,5.4,0.4,5.9,156,5.4,0.4,5.9,144,5.3,0.4,6,150,3.4,0.5,5.8
BSG,6,17,26.7N,120.3E,158,4.4,0.4,6,158,4.4,0.4,6,156,5.4,0.4,5.9,144,5.3,0.4,6
BSG,6,18,26.7N,120.3E,158,5.3,0.4,5.4,158,5.3,0.4,5.4,158,4.4,0.4,6,156,5.4,0.4,5.9
BSG,6,19,26.7N,120.3E,177,3.7,0.4,5.4,177,3.7,0.4,5.4,158,5.3,0.4,5.4,158,4.4,0.4,6
BSG,6,20,26.7N,120.3E,166,3.7,0.4,5.6,166,3.7,0.4,5.6,177,3.7,0.4,5.4,158,5.3,0.4,5.4
BSG,6,21,26.7N,120.3E,207,2.3,0.4,5.2,207,2.3,0.4,5.2,166,3.7,0.4,5.6,177,3.7,0.4,5.4
BSG,6,22,26.7N,120.3E,162,2.6,0.4,5.7,162,2.6,0.4,5.7,207,2.3,0.4,5.2,166,3.7,0.4,5.6
BSG,6,23,26.7N,120.3E,150,2.5,0.4,5.8,150,2.5,0.4,5.8,162,2.6,0.4,5.7,207,2.3,0.4,5.2
BSG,7,0,26.7N,120.3E,145,0.9,0.4,6,145,0.9,0.4,6,150,2.5,0.4,5.8,162,2.6,0.4,5.7
BSG,7,1,26.7N,120.3E,148,1.1,0.4,6.2,148,1.1,0.4,6.2,145,0.9,0.4,6,150,2.5,0.4,5.8
BSG,7,2,26.7N,120.3E,239,1.1,0.4,6.5,239,1.1,0.4,6.5,148,1.1,0.4,6.2,145,0.9,0.4,6
BSG,7,3,26.7N,120.3E,262,0.6,0.4,6.1,262,0.6,0.4,6.1,239,1.1,0.4,6.5,148,1.1,0.4,6.2
BSG,7,4,26.7N,120.3E,340,2,0.4,6.8,340,2,0.4,6.8,262,0.6,0.4,6.1,239,1.1,0.4,6.5
BSG,7,5,26.7N,120.3E,331,1.3,0.5,5.7,331,1.3,0.5,5.7,340,2,0.4,6.8,262,0.6,0.4,6.1
BSG,7,6,26.7N,120.3E,157,0.5,0.5,5.6,157,0.5,0.5,5.6,331,1.3,0.5,5.7,340,2,0.4,6.8
BSG,7,7,26.7N,120.3E,212,1.2,0.5,5.6,212,1.2,0.5,5.6,157,0.5,0.5,5.6,331,1.3,0.5,5.7
BSG,7,8,26.7N,120.3E,147,2.9,0.5,5.3,147,2.9,0.5,5.3,212,1.2,0.5,5.6,157,0.5,0.5,5.6
BSG,7,9,26.7N,120.3E,191,2.3,0.4,5.1,191,2.3,0.4,5.1,147,2.9,0.5,5.3,212,1.2,0.5,5.6
BSG,7,10,26.7N,120.3E,276,1.4,0.5,5.2,276,1.4,0.5,5.2,191,2.3,0.4,5.1,147,2.9,0.5,5.3
BSG,7,11,26.7N,120.3E,227,1.8,0.5,5.3,227,1.8,0.5,5.3,276,1.4,0.5,5.2,191,2.3,0.4,5.1
BSG,7,12,26.7N,120.3E,159,3.7,0.5,5.1,159,3.7,0.5,5.1,227,1.8,0.5,5.3,276,1.4,0.5,5.2
BSG,7,13,26.7N,120.3E,196,4,0.4,5.4,196,4,0.4,5.4,159,3.7,0.5,5.1,227,1.8,0.5,5.3
BSG,7,14,26.7N,120.3E,192,3.9,0.4,4.8,192,3.9,0.4,4.8,196,4,0.4,5.4,159,3.7,0.5,5.1
BSG,7,15,26.7N,120.3E,198,4.1,0.4,5.3,198,4.1,0.4,5.3,192,3.9,0.4,4.8,196,4,0.4,5.4
BSG,7,16,26.7N,120.3E,187,4.8,0.4,5.5,187,4.8,0.4,5.5,198,4.1,0.4,5.3,192,3.9,0.4,4.8
BSG,7,17,26.7N,120.3E,217,4.8,0.4,4.6,217,4.8,0.4,4.6,187,4.8,0.4,5.5,198,4.1,0.4,5.3
BSG,7,18,26.7N,120.3E,189,5.2,0.5,4.1,189,5.2,0.5,4.1,217,4.8,0.4,4.6,187,4.8,0.4,5.5
BSG,7,19,26.7N,120.3E,181,6.7,0.5,4.8,181,6.7,0.5,4.8,189,5.2,0.5,4.1,217,4.8,0.4,4.6
BSG,7,20,26.7N,120.3E,196,6.3,0.5,4.4,196,6.3,0.5,4.4,181,6.7,0.5,4.8,189,5.2,0.5,4.1
BSG,7,21,26.7N,120.3E,214,5.3,0.4,4.6,214,5.3,0.4,4.6,196,6.3,0.5,4.4,181,6.7,0.5,4.8
BSG,7,22,26.7N,120.3E,254,2,0.4,4.3,254,2,0.4,4.3,214,5.3,0.4,4.6,196,6.3,0.5,4.4
BSG,7,23,26.7N,120.3E,229,3.3,0.4,4.8,229,3.3,0.4,4.8,254,2,0.4,4.3,214,5.3,0.4,4.6
BSG,8,0,26.7N,120.3E,189,3.5,0.4,4.9,189,3.5,0.4,4.9,229,3.3,0.4,4.8,254,2,0.4,4.3
BSG,8,1,26.7N,120.3E,152,2.9,0.4,4.9,152,2.9,0.4,4.9,189,3.5,0.4,4.9,229,3.3,0.4,4.8
BSG,8,2,26.7N,120.3E,148,1.9,0.4,5.5,148,1.9,0.4,5.5,152,2.9,0.4,4.9,189,3.5,0.4,4.9
BSG,8,3,26.7N,120.3E,130,4.2,0.4,6,130,4.2,0.4,6,148,1.9,0.4,5.5,152,2.9,0.4,4.9
BSG,8,4,26.7N,120.3E,143,4.1,0.4,6.1,143,4.1,0.4,6.1,130,4.2,0.4,6,148,1.9,0.4,5.5
BSG,8,5,26.7N,120.3E,166,2.9,0.4,6.1,166,2.9,0.4,6.1,143,4.1,0.4,6.1,130,4.2,0.4,6
BSG,8,6,26.7N,120.3E,174,2.9,0.6,5.8,174,2.9,0.6,5.8,166,2.9,0.4,6.1,143,4.1,0.4,6.1
BSG,8,7,26.7N,120.3E,161,2.7,0.6,5.6,161,2.7,0.6,5.6,174,2.9,0.6,5.8,166,2.9,0.4,6.1
BSG,8,8,26.7N,120.3E,173,2.1,0.6,5.3,173,2.1,0.6,5.3,161,2.7,0.6,5.6,174,2.9,0.6,5.8
BSG,8,9,26.7N,120.3E,204,1.6,0.6,5.1,204,1.6,0.6,5.1,173,2.1,0.6,5.3,161,2.7,0.6,5.6
BSG,8,10,26.7N,120.3E,224,0.9,0.5,5,224,0.9,0.5,5,204,1.6,0.6,5.1,173,2.1,0.6,5.3
BSG,8,11,26.7N,120.3E,150,2.1,0.6,5,150,2.1,0.6,5,224,0.9,0.5,5,204,1.6,0.6,5.1
BSG,8,12,26.7N,120.3E,218,1.3,0.5,5.1,218,1.3,0.5,5.1,150,2.1,0.6,5,224,0.9,0.5,5
BSG,8,13,26.7N,120.3E,175,2.4,0.5,5.1,175,2.4,0.5,5.1,218,1.3,0.5,5.1,150,2.1,0.6,5
BSG,8,14,26.7N,120.3E,186,2.2,0.5,5.3,186,2.2,0.5,5.3,175,2.4,0.5,5.1,218,1.3,0.5,5.1
BSG,8,15,26.7N,120.3E,192,3.5,0.5,6,192,3.5,0.5,6,186,2.2,0.5,5.3,175,2.4,0.5,5.1
BSG,8,16,26.7N,120.3E,201,4.8,0.5,6.3,201,4.8,0.5,6.3,192,3.5,0.5,6,186,2.2,0.5,5.3
BSG,8,17,26.7N,120.3E,201,4.7,0.5,5.6,201,4.7,0.5,5.6,201,4.8,0.5,6.3,192,3.5,0.5,6
BSG,8,18,26.7N,120.3E,216,4.3,0.5,5.7,216,4.3,0.5,5.7,201,4.7,0.5,5.6,201,4.8,0.5,6.3
BSG,8,19,26.7N,120.3E,216,5.1,0.5,5.6,216,5.1,0.5,5.6,216,4.3,0.5,5.7,201,4.7,0.5,5.6
BSG,8,20,26.7N,120.3E,220,3.9,0.6,5.3,220,3.9,0.6,5.3,216,5.1,0.5,5.6,216,4.3,0.5,5.7
BSG,8,21,26.7N,120.3E,188,3,0.6,5.2,188,3,0.6,5.2,220,3.9,0.6,5.3,216,5.1,0.5,5.6
BSG,8,22,26.7N,120.3E,131,5.1,0.6,4.8,131,5.1,0.6,4.8,188,3,0.6,5.2,220,3.9,0.6,5.3
BSG,8,23,26.7N,120.3E,152,3.9,0.6,4.8,152,3.9,0.6,4.8,131,5.1,0.6,4.8,188,3,0.6,5.2
BSG,9,0,26.7N,120.3E,152,6.6,0.6,4.5,152,6.6,0.6,4.5,152,3.9,0.6,4.8,131,5.1,0.6,4.8
BSG,9,1,26.7N,120.3E,172,4.4,0.6,4.9,172,4.4,0.6,4.9,152,6.6,0.6,4.5,152,3.9,0.6,4.8
BSG,9,2,26.7N,120.3E,171,5,0.5,5.6,171,5,0.5,5.6,172,4.4,0.6,4.9,152,6.6,0.6,4.5
BSG,9,3,26.7N,120.3E,173,5.1,0.5,5.9,173,5.1,0.5,5.9,171,5,0.5,5.6,172,4.4,0.6,4.9
BSG,9,4,26.7N,120.3E,163,3.6,0.5,6.2,163,3.6,0.5,6.2,173,5.1,0.5,5.9,171,5,0.5,5.6
BSG,9,5,26.7N,120.3E,145,3.7,0.5,6.9,145,3.7,0.5,6.9,163,3.6,0.5,6.2,173,5.1,0.5,5.9
BSG,9,6,26.7N,120.3E,137,2.4,0.5,6.6,137,2.4,0.5,6.6,145,3.7,0.5,6.9,163,3.6,0.5,6.2
BSG,9,7,26.7N,120.3E,151,1.6,0.5,7.1,151,1.6,0.5,7.1,137,2.4,0.5,6.6,145,3.7,0.5,6.9
BSG,9,8,26.7N,120.3E,5,3,0.6,6.3,5,3,0.6,6.3,151,1.6,0.5,7.1,137,2.4,0.5,6.6
BSG,9,9,26.7N,120.3E,59,2,0.6,5.6,59,2,0.6,5.6,5,3,0.6,6.3,151,1.6,0.5,7.1
BSG,9,10,26.7N,120.3E,40,2.1,0.6,5.6,40,2.1,0.6,5.6,59,2,0.6,5.6,5,3,0.6,6.3
BSG,9,11,26.7N,120.3E,350,2,0.6,5.2,350,2,0.6,5.2,40,2.1,0.6,5.6,59,2,0.6,5.6
BSG,9,12,26.7N,120.3E,28,2.1,0.7,5.5,28,2.1,0.7,5.5,350,2,0.6,5.2,40,2.1,0.6,5.6
BSG,9,13,26.7N,120.3E,32,1.8,0.7,5.9,32,1.8,0.7,5.9,28,2.1,0.7,5.5,350,2,0.6,5.2
BSG,9,14,26.7N,120.3E,5,1.8,0.6,6.2,5,1.8,0.6,6.2,32,1.8,0.7,5.9,28,2.1,0.7,5.5
BSG,9,15,26.7N,120.3E,94,2.6,0.6,6.6,94,2.6,0.6,6.6,5,1.8,0.6,6.2,32,1.8,0.7,5.9
BSG,9,16,26.7N,120.3E,142,1.6,0.7,7.2,142,1.6,0.7,7.2,94,2.6,0.6,6.6,5,1.8,0.6,6.2
